,title,season,release_date,rate_jw,rate_imdb,popularity,genres,run_time,content_rating,episode_cnt,Synopsis,images,backdrops,ott,link
0,로미오와 줄리엣,,1996,75,6.7,235000,"['드라마', '로맨스', 'Made in Europe']",120,,,"정열의 도시 베로나, 태양의 열기가 가득한 이 도시에서 두 가문 몬태규가와 캐플릿가는 끝없이 혈투를 벌인다. 어느 날 캐플릿가의 파티에 몰래 참석한 몬태규가의 로미오는 아름다운 줄리엣을 만나 첫눈에 사랑에 빠진다. 로미오와 줄리엣은 부모 몰래 결혼식을 올리고, 이 결혼이 두 가문의 화해를 가져다 줄 거라 믿은 신부는 그들을 축복한다. 그러나 싸움에 휘말려 줄리엣의 사촌 티볼트를 죽이게 된 로미오가 베로나에서 추방당하게 되고, 줄리엣은 그녀를 좋은 가문에 강제로 결혼시키려는 부모를 피해 수면제를 먹고 죽은 것처럼 가장하는데...",https://images.justwatch.com/poster/15554797/s592/romiowa-julries,https://www.justwatch.com/images/backdrop/273060192/s1440/romiowa-julries,"['https://watcha.com/contents/mO2PaeN', 'https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Fwilliam-shakespeares-romeo-juliet%2F6hfqHN9kFZk5&subId3=justappsvod']","['Disney Plus', 'Watcha']"
1,빅 히어로,,2014,86,7.8,474000,"['코미디', '가족', '액션', '범죄', 'SF', '드라마', '애니메이션']",102,,,천재 공학도 테디가 개발한 힐링로봇 베이맥스. 테디의 동생이자 로봇 전문가인 히로는 도시가 파괴될 위기에 처하자 베이맥스를 슈퍼히어로로 업그레이드 하는데... 과연 이들은 도시의 위험을 막아낼 수 있을까?,https://images.justwatch.com/poster/242747628/s592/big-hero-6,https://www.justwatch.com/images/backdrop/775457/s1440/big-hero-6,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Fbig-hero-6%2F4AozFbXy3sPw&subId3=justappsvod'],['Disney Plus']
2,이상한 나라의 앨리스,,2010,73,6.4,424000,"['가족', '판타지', '액션']",108,,,"더 이상 소녀가 아닌 19살의 앨리스가 어쩌다 본의 아니게 또다시 들어간 이상한 나라는 예전에 겪었던 그 이상한 나라가 아니다. 십여년 전 홀연히 앨리스가 사라진 후 이상한 나라는 독재자 붉은 여왕이 그녀 특유의 공포 정치로 통치하고 있었던 것. 물론 하얀 토끼와 트위들디와 트위들덤 쌍둥이, 겨울잠 쥐, 애벌레와 음흉하게 웃어대는 체셔 고양이 그리고 미친 모자장수는 붉은 여왕의 공포 정치 속에서도 정신없는 오후의 티타임을 즐기고 있다. 마치 어제 헤어진 친구를 오늘 다시 만난 듯 앨리스의 귀환을 대환영하는 미친 모자장수와 그 친구들. 손가락만큼 작아져버린 앨리스는 모자장수의 정신없는 환대와 붉은 여왕의 공포 정치를 뚫고 이번에도 무사히 집으로 돌아갈 수 있을까?",https://images.justwatch.com/poster/302814142/s592/isanghan-narayi-aelriseu-2010,https://www.justwatch.com/images/backdrop/776510/s1440/isanghan-narayi-aelriseu-2010,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Falice-in-wonderland%2F3kQxn8vO3FzH&subId3=justappsvod'],['Disney Plus']
3,데자뷰,,2006,77,7.1,316000,"['액션', '스릴러', 'SF', '범죄', 'Made in Europe', '드라마']",126,,,"누구나 그런 경험을 한번쯤 해봤을것이다. 어떤 사람을 만났는데 왠지 예전부터 알던 사람 같다든지, 어떤 장소에 생전 처음 갔는데 그곳이 아주 낯이 익다든지 하는... 우리가 흔히 데자뷰라고 일컫는 이 현상이 만약, 단순한 착각이 아니라면 어떨까? 만약 과거로 부터 온 어떤 경고라면?  제작 제리 브룩하이머, 감독 토니 스콧, 각본 빌 마실리, 테리 로시오의 새 영화 는 주류, 담배, 화기 단속국(ATF) 소속 수사관 더그 칼린 (덴젤 워싱턴 분)이 한 범죄를 수사하면서 겪는 미스테리한 사건을 그리고 있다.  때는 마디그라 축제일. 뉴올리언스의 한 부두에서 벌어진 폭파 테러 사건의 증거물을 확보하기 위해 현장에 나간 더그는 지금껏 데자뷰라고 알려졌던 현상에 대한 놀라운 수수께끼를 알게된다. 그는 테러로 희생된 수백명의 생명을 구하기 위해 범인과의, 그리고 시간과의 두뇌 싸움을 시작하게 된다
 모든 것을 바꿀수 있는, 예측 불가능한 도박에 몸을 던진것이다.  시공의 물리적 개념을 거슬러 과거로 돌아간 칼린은 수사 과정에서 범행의 피해자인 한 여인에게 강렬한 이끌림을 느낀다. 칼린이 온 미래의 시점에선
 이미 죽은 피살자인 여인. 그러나 과거로 돌아간 시점에서 그녀는 부두 폭파 테러를 막을수 있는 열쇠를 쥐고 있는 당사자이다.",https://images.justwatch.com/poster/184868919/s592/dejabyu,https://www.justwatch.com/images/backdrop/189840315/s1440/dejabyu,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Fdeja-vu%2F4V2oaDmD5O1D&subId3=justappsvod'],['Disney Plus']
4,진주만,,2001,73,6.2,339000,"['드라마', '역사', '로맨스', '전쟁', '액션']",182,,,"테네시주에 사는 두명의 젊은이 레이프 맥컬리(Captain Rafe McCawley: 벤 에플렉 분)와 대니 워커(Captain Danny Walker: 조쉬 하트넷 분)는 어릴 적부터 형제처럼 자란 죽마고우이다. 이 둘은 자라서 둘다 미공군 파일럿이 되고, 레이프는 미해군에서 근무하는 아름답고, 용기있는 간호사 에벌린 스튜어트(Nurse Lieutenant Evelyn Stewart: 케이트 베킨세일 분)와 사랑에 빠진다.",https://images.justwatch.com/poster/14960979/s592/pearl-harbor,https://www.justwatch.com/images/backdrop/179809666/s1440/pearl-harbor,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Fpearl-harbor%2F5ixVOxyFI3kd&subId3=justappsvod'],['Disney Plus']
5,캡틴 아메리카: 윈터 솔져,,2014,85,7.8,863000,"['액션', 'SF', '스릴러']",128,15.0,,스티브 로저스는 외계의 뉴욕 침공 사건이 있은 뒤 워싱턴에서 쉴드 요원으로 살아가고 있다. 납치된 쉴드의 함선을 구출하는 작전을 펼치던 중 스티브는 닉 퓨리 국장과 블랙 위도우가 쉴드의 정보를 무단으로 수집하고 있다는 것을 알게 된다. 그리고 얼마 뒤 닉 퓨리는 윈터 솔져의 공격으로 눈을 감는다. 블랙 위도우와 함께 닉 퓨리가 남긴 USB를 분석하며 진실을 추적하던 스티브는 적이 쉴드 내부에 존재한다는 사실을 알게 된다. 설상가상 윈터 솔져가 캡틴 아메리카의 단짝 친구 버키라는 사실이 드러나는데...,https://images.justwatch.com/poster/177299237/s592/captain-america-the-winter-soldier,https://www.justwatch.com/images/backdrop/690011/s1440/captain-america-the-winter-soldier,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Fcaptain-america-the-winter-soldier%2FTVme5whcowSy&subId3=justappsvod'],['Disney Plus']
6,Once,1.0,2017,93,8.1,0,"['코미디', '스포츠', '가족']",23,,20.0,,https://images.justwatch.com/poster/207881528/s592/시즌-1,https://www.justwatch.com/images/backdrop/241870032/s1440/시즌-1,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fo11ce%2F6KqtahOvFOft&subId3=justappsvod'],['Disney Plus']
7,Once,2.0,2018,93,8.1,0,"['코미디', '스포츠', '가족']",23,,20.0,,https://images.justwatch.com/poster/207881460/s592/시즌-2,https://www.justwatch.com/images/backdrop/241870032/s1440/시즌-2,[],[]
8,Once,3.0,2019,93,8.1,0,"['코미디', '스포츠', '가족']",23,,20.0,,https://images.justwatch.com/poster/207881399/s592/시즌-3,https://www.justwatch.com/images/backdrop/241870032/s1440/시즌-3,[],[]
9,보이스 라이징: 와칸다 포에버 사운드트랙 스페셜,1.0,2023,70,7.6,0,"['다큐멘터리', '음악']",28,,3.0,,https://images.justwatch.com/poster/304408623/s592/시즌-1,https://www.justwatch.com/images/backdrop/304408617/s1440/시즌-1,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fvoices-rising-the-music-of-wakanda-forever%2F4yiNiKQxkcV6&subId3=justappsvod'],['Disney Plus']
