,title,season,release_date,rate_jw,rate_imdb,popularity,genres,run_time,content_rating,episode_cnt,Synopsis,images,backdrops,ott,link
0,흰긴수염고래의 왕국,,2009,68,6.7,0,['다큐멘터리'],96,,,불법 포획 등의 이유로 개체수 축소에 직면한 흰긴수염고래의 출산과정을 연구진이 이동경로를 따라 관찰하는 다큐멘터리,https://images.justwatch.com/poster/207032634/s592/kingdom-of-the-blue-whale,https://www.justwatch.com/images/backdrop/173316305/s1440/kingdom-of-the-blue-whale,[],[]
1,Paris to Pittsburgh,,2018,69,6.4,0,['다큐멘터리'],77,,,"As the weather grows more deadly and destructive, Americans are demanding solutions to climate change — and they aren’t waiting on Washington to act.",https://images.justwatch.com/poster/257798441/s592/paris-to-pittsburgh,https://www.justwatch.com/images/backdrop/206072951/s1440/paris-to-pittsburgh,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Fparis-to-pittsburgh%2F3fvrs9sOyki9&subId3=justappsvod'],['Disney Plus']
2,다이너소어,,2000,73,6.4,63000,"['애니메이션', '판타지', '코미디', '스릴러', '드라마', '가족']",82,,,기원전 6500만년 백악기 시대에 카르노타우르스가 이구아노돈(금룡)의 서식지를 습격하여 부화 직전인 이구아노돈 알이 전부 짓밟힌다. 그 알들 중 하나가 우여곡절 끝에 여우원숭이들이 사는 아득히 먼 섬에 떨어진 뒤 알에서 부화하여 알라다라는 이름을 얻어 행복하게 산다. 어느날 거대한 유성이 지구와 충돌하여 섬은 파괴되지만 알라다는 간신히 살아남는다. 그리고 피난 중에 다이너소어 무리와 만나 합류하게 된 알라다는 거기서 니라를 만나 사랑에 빠진다. 카르노타우르스의 공격과 식량이 바닥난 상황에서 다이너소어 무리는 알라다를 중심으로 분열을 극복과 갈등을 극복하고 사랑과 협동으로 위기를 헤쳐나간다.,https://images.justwatch.com/poster/186167767/s592/dinosaur,https://www.justwatch.com/images/backdrop/119906475/s1440/dinosaur,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Fdinosaur%2F4Y8JDyEGYTkL&subId3=justappsvod'],['Disney Plus']
3,아빠는 세 명,1.0,2022,78,5.8,0,"['코미디', '드라마']",32,,10.0,,https://images.justwatch.com/poster/300530594/s592/시즌-1,https://www.justwatch.com/images/backdrop/290215123/s1440/시즌-1,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fdaddies-on-request%2FDTVILycgc3k6&subId3=justappsvod'],['Disney Plus']
4,언더 랩스 2,,2022,65,4.6,0,"['코미디', '가족', '판타지']",83,,,"약혼자 칼과 핼러윈 테마 결혼식을 올리려는 아버지를 돕던 에이미는 길버트, 마셜과 함께 미라 친구인 해럴드와 그가 사랑하는 로즈가 위험에 처했을지도 모른다는 사실을 알게 된다. 절친에서 원수가 된 해럴드에게 천 년 동안 원한을 품어온 사악한 미라 소벡이 예상치 못하게 깨어나 복수를 위해 길을 나서고, 최면에 걸린 래키 래리의 도움으로 로즈를 납치하는 데 성공한다. 에이미와 길버트, 마셜, 버지, 해럴드는 또 한 번 그들의 실력을 발휘해 로즈를 구하고 결혼식에 늦지 않게 참석해야 한다.",https://images.justwatch.com/poster/304639023/s592/eondeo-raebseu-2,https://www.justwatch.com/images/backdrop/300886961/s1440/eondeo-raebseu-2,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Funder-wraps-2%2F3L8RMPKPHLML&subId3=justappsvod'],['Disney Plus']
5,"잭과 코디, 우리 학교는 호화유람선",1.0,2008,79,6.3,20000,"['코미디', '가족', '액션', '드라마']",23,,20.0,,https://images.justwatch.com/poster/132775891/s592/시즌-1,https://www.justwatch.com/images/backdrop/195714002/s1440/시즌-1,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fthe-suite-life-on-deck%2F6cByS05HrdPJ&subId3=justappsvod'],['Disney Plus']
6,"잭과 코디, 우리 학교는 호화유람선",2.0,2009,79,6.3,20000,"['코미디', '가족', '액션', '드라마']",26,,20.0,,https://images.justwatch.com/poster/132775270/s592/시즌-2,https://www.justwatch.com/images/backdrop/195714002/s1440/시즌-2,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fthe-suite-life-on-deck%2F6cByS05HrdPJ&subId3=justappsvod'],['Disney Plus']
7,"잭과 코디, 우리 학교는 호화유람선",3.0,2010,79,6.3,20000,"['코미디', '가족', '액션', '드라마']",24,,20.0,,https://images.justwatch.com/poster/137110357/s592/시즌-3,https://www.justwatch.com/images/backdrop/195714002/s1440/시즌-3,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fthe-suite-life-on-deck%2F6cByS05HrdPJ&subId3=justappsvod'],['Disney Plus']
8,Hamilton: History Has Its Eyes On You,,2020,72,6.4,0,['다큐멘터리'],46,,,"An intimate discussion about the groundbreaking musical that has become a global phenomenon featuring Hamilton's creator, its director, and cast members of the original Broadway production.  A Harvard Historian also shares insight on the historical relevance and accuracy of the production.",https://images.justwatch.com/poster/193513005/s592/hamilton-history-has-its-eyes-on-you,https://www.justwatch.com/images/backdrop/193513006/s1440/hamilton-history-has-its-eyes-on-you,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Fhamilton-history-has-its-eyes-on-you%2F15lRhpvT0IrT&subId3=justappsvod'],['Disney Plus']
9,엑스 파일:  나는 믿고 싶다,,2008,65,5.9,92000,"['스릴러', '드라마', '공포', 'SF', '범죄']",104,,,"초자연적인 현상을 믿으며 영감에 의한 수사를 하는 FBI 요원 멀더.  그리고, 이성적인 판단 하에 과학적인 분석을 고집하는 지적인 요원 스컬리.  어느 날, FBI요원이 실종되는 사건이 발생하고  뒤이어 벌어지는 의문의 살인사건…  사건의 실체를 밝히기 위한 멀더와 스컬리의 숨가쁜 추적이 시작되고  진실에 가까워질수록 믿을 수 없는 현실만이 눈앞에 펼쳐진다.",https://images.justwatch.com/poster/305267542/s592/the-x-files-i-want-to-believe,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Fthe-x-files-i-want-to-believe%2F1mI3D0QddN6T&subId3=justappsvod'],['Disney Plus']
10,겨울왕국 열기,,2015,42,0.0,0,"['애니메이션', '가족', '액션', '코미디']",8,,,생일을 맞이한 안나를 위해 엘사가 특별한 생일 파티를 준비하면서 벌어지는 이야기.,https://images.justwatch.com/poster/185385933/s592/frozen-fever,https://www.justwatch.com/images/backdrop/194324459/s1440/frozen-fever,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Ffrozen-fever%2F5xsCGQz3eJRq&subId3=justappsvod'],['Disney Plus']
11,올드 옐러,,1957,77,7.2,14000,"['드라마', '서부', '가족']",83,,,"어느 날 동생이 길 잃은 활기 넘치는 개 한 마리를 데려오자, 15살 트레비스는 개를 집에서 내쫒으려 한다. 하지만 이 올드 옐러는 곧 가족의 농장을 지켜내고 트레비스의 목숨을 살려주며 자신의 가치를 증명한다.",https://images.justwatch.com/poster/257050430/s592/oldeu-yelreo,https://www.justwatch.com/images/backdrop/206187388/s1440/oldeu-yelreo,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fmovies%2Fold-yeller%2F6DBzZulIFTKC&subId3=justappsvod'],['Disney Plus']
12,크리터 픽서 동물병원,1.0,2020,81,8.9,0,"['가족', 'Reality TV']",44,,6.0,,https://images.justwatch.com/poster/204398017/s592/시즌-1,https://www.justwatch.com/images/backdrop/304247437/s1440/시즌-1,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fcritter-fixers-country-vets%2F5FKC0HcF2e0B&subId3=justappsvod'],['Disney Plus']
13,크리터 픽서 동물병원,2.0,2021,81,8.9,0,"['가족', 'Reality TV']",44,,5.0,,https://images.justwatch.com/poster/245381624/s592/시즌-2,https://www.justwatch.com/images/backdrop/304247437/s1440/시즌-2,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fcritter-fixers-country-vets%2F5FKC0HcF2e0B&subId3=justappsvod'],['Disney Plus']
14,크리터 픽서 동물병원,3.0,2022,81,8.9,0,"['가족', 'Reality TV']",44,,12.0,,https://images.justwatch.com/poster/280430023/s592/시즌-3,https://www.justwatch.com/images/backdrop/304247437/s1440/시즌-3,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fcritter-fixers-country-vets%2F5FKC0HcF2e0B&subId3=justappsvod'],['Disney Plus']
15,크리터 픽서 동물병원,4.0,2022,81,8.9,0,"['가족', 'Reality TV']",44,,12.0,,https://images.justwatch.com/poster/304247434/s592/시즌-4,https://www.justwatch.com/images/backdrop/304247437/s1440/시즌-4,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fcritter-fixers-country-vets%2F5FKC0HcF2e0B&subId3=justappsvod'],['Disney Plus']
16,크리터 픽서 동물병원,5.0,2023,81,8.9,0,"['가족', 'Reality TV']",44,,1.0,,https://images.justwatch.com/poster/227794992/s592/시즌-5,https://www.justwatch.com/images/backdrop/304247437/s1440/시즌-5,[],[]
17,Turner & Hooch,1.0,2021,77,6.6,3000,"['코미디', '범죄', '드라마', '가족', '액션']",48,12.0,12.0,,https://images.justwatch.com/poster/248551751/s592/시즌-1,https://www.justwatch.com/images/backdrop/303010490/s1440/시즌-1,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fturner-hooch%2F16Wskx0My3HI&subId3=justappsvod'],['Disney Plus']
