,title,season,release_date,rate_jw,rate_imdb,popularity,genres,run_time,content_rating,episode_cnt,Synopsis,images,backdrops,ott,link
0,래비즈 엽기토끼의 침공,1.0,2013,64,5.4,2000,"['코미디', '애니메이션', '가족', 'Made in Europe']",11,,20.0,,https://images.justwatch.com/poster/144937855/s592/시즌-1,https://www.justwatch.com/images/backdrop/241289935/s1440/시즌-1,[],[]
1,래비즈 엽기토끼의 침공,2.0,2014,64,5.4,2000,"['코미디', '애니메이션', '가족', 'Made in Europe']",11,,20.0,,https://images.justwatch.com/poster/144937840/s592/시즌-2,https://www.justwatch.com/images/backdrop/241289935/s1440/시즌-2,[],[]
2,래비즈 엽기토끼의 침공,3.0,2016,64,5.4,2000,"['코미디', '애니메이션', '가족', 'Made in Europe']",11,,20.0,,https://images.justwatch.com/poster/144904225/s592/시즌-3,https://www.justwatch.com/images/backdrop/279086956/s1440/시즌-3,[],[]
3,래비즈 엽기토끼의 침공,4.0,2018,64,5.4,2000,"['코미디', '애니메이션', '가족', 'Made in Europe']",9,,20.0,"Season 4 of Rabbids Invasion premiered on September 1, 2018 only in France.

Was later released on Netflix on 7/1/2019 .",https://images.justwatch.com/poster/144904143/s592/시즌-4,https://www.justwatch.com/images/backdrop/279086956/s1440/시즌-4,['http://www.netflix.com/title/80005772'],['Netflix']
4,Alvinnn!!! and The Chipmunks,1.0,2015,65,4.5,1000,"['애니메이션', '코미디', '가족', '음악', '드라마']",17,,20.0,,https://images.justwatch.com/poster/11934353/s592/시즌-1,https://www.justwatch.com/images/backdrop/245390343/s1440/시즌-1,['http://www.netflix.com/title/80097036'],['Netflix']
5,Alvinnn!!! and The Chipmunks,2.0,2016,65,4.5,1000,"['애니메이션', '코미디', '가족', '음악', '드라마']",16,,20.0,,https://images.justwatch.com/poster/253936214/s592/시즌-2,https://www.justwatch.com/images/backdrop/245390343/s1440/시즌-2,['http://www.netflix.com/title/80097036'],['Netflix']
6,Alvinnn!!! and The Chipmunks,3.0,2017,65,4.5,1000,"['애니메이션', '드라마', '코미디', '가족', '음악']",16,,20.0,,https://images.justwatch.com/poster/253936214/s592/시즌-3,https://www.justwatch.com/images/backdrop/245390343/s1440/시즌-3,['http://www.netflix.com/title/80097036'],['Netflix']
7,Alvinnn!!! and The Chipmunks,4.0,2019,65,4.5,1000,"['애니메이션', '코미디', '가족', '음악', '드라마']",14,,20.0,,https://images.justwatch.com/poster/253936214/s592/시즌-4,https://www.justwatch.com/images/backdrop/245390343/s1440/시즌-4,['http://www.netflix.com/title/80097036'],['Netflix']
8,Alvinnn!!! and The Chipmunks,5.0,2022,65,4.5,1000,"['애니메이션', '드라마', '코미디', '가족', '음악']",11,,8.0,,https://images.justwatch.com/poster/253936214/s592/시즌-5,https://www.justwatch.com/images/backdrop/245390343/s1440/시즌-5,['http://www.netflix.com/title/80097036'],['Netflix']
9,Badanamu Stories,1.0,2021,33,6.8,0,['애니메이션'],12,,20.0,,https://images.justwatch.com/poster/248179882/s592/시즌-1,https://www.justwatch.com/images/backdrop/248180019/s1440/시즌-1,"['http://www.netflix.com/title/81552664', 'https://watcha.com/contents/tlGNjM4']","['Watcha', 'Netflix']"
